ImageId,EncodedPixels
0019c086029dd3be01f72131edb74e21ee995574e6d5c136ea868630b0d73523,78180 14 78435 16 78690 18 78945 20 79200 22 79455 23 79711 23 79967 23 80222 24 80479 22 80735 20 80992 18 81248 17
0019c086029dd3be01f72131edb74e21ee995574e6d5c136ea868630b0d73523,50757 8 51011 15 51267 17 51522 19 51778 21 52034 22 52290 22 52546 23 52803 22 53059 23 53315 23 53571 23 53828 22 54084 22 54341 20 54598 19 54855 18 55112 16 55369 14
004a078bb44ee55ee7d6f1c19f96b3a0d3b5037746a3a75197dbb0be06da05cf, 
005463e6d4a0a0b21161f1d97392f22556fbddba970d9440ae774229308a91ed, 
005af293e8e53218ae96746ecf9bb88b511154d4a0b35e4ec6296b4623e15836, 
005d47447abac7f7fa0ac56ba82f13edbf485105baf0672504d84b58d562f38b, 
00ac87390253a22f6eb67c5771a73050e06200d1aa682fcf1b1e3783b2944166, 
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,41363 4 41616 10 41871 12 42127 12 42382 13 42638 13 42894 13 43151 11 43407 10 43664 8
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,63504 4 63757 12 64011 15 64267 16 64522 17 64778 17 65034 17 65291 16
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,7928 6 8182 11 8438 11 8694 11 8950 11 9206 11 9462 11 9718 11 9975 10 10232 9 10489 8 10747 6 11004 3
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,20721 7 20976 11 21230 15 21486 15 21741 16 21997 16 22253 16 22509 16 22766 14 23023 12 23280 10 23537 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,18546 8 18801 11 19056 13 19312 13 19567 14 19823 14 20080 12 20337 10 20593 9
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,51423 7 51678 10 51933 13 52189 14 52444 16 52701 16 52957 16 53214 14 53471 13 53728 10
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,62816 4 63070 10 63325 12 63580 14 63836 15 64092 15 64349 14 64606 12 64863 10 65121 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,114 15 370 15 625 16 881 16 1137 16 1394 15 1651 12 1909 8
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,1039 13 1294 14 1549 15 1804 16 2060 16 2316 15 2573 13 2830 10 3087 8
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,31049 10 31304 13 31559 15 31814 17 32070 18 32326 18 32582 18 32839 17 33095 16 33353 14 33610 11
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,32946 6 33199 11 33454 13 33709 15 33965 15 34221 15 34477 15 34734 13 34991 11 35247 9
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,64717 8 64972 11 65227 12 65483 13
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,50194 8 50449 10 50704 11 50959 13 51214 14 51470 13 51727 11 51983 10 52240 8 52497 5
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,16697 6 16951 11 17207 13 17463 14 17719 15 17975 15 18232 14 18489 13 18746 12 19004 9
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,9138 7 9392 11 9647 13 9903 14 10159 14 10415 14 10671 14 10927 13 11185 11 11442 9 11699 6
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,41974 6 42229 8 42485 9 42740 10 42995 12 43251 12 43507 12 43763 11 44019 11 44275 11 44532 9 44789 8 45046 6 45302 5
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,42259 7 42513 16 42767 21 43023 22 43278 24 43534 25 43790 25 44046 25 44303 24 44560 22 44817 20 45074 19 45332 15
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,34516 5 34770 9 35024 12 35279 13 35534 14 35789 15 36044 15 36300 15 36555 15 36811 15 37067 13 37324 11 37580 10 37837 8
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,994 6 1249 7 1505 8 1760 11 2016 12 2272 12 2529 12 2785 12 3041 12 3298 12 3554 11 3811 10 4068 8
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,16267 7 16521 11 16776 13 17032 14 17288 14 17544 14 17800 14 18057 12 18314 10 18571 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,2191 7 2445 10 2700 11 2956 11 3211 12 3467 12 3723 12 3978 13 4235 11 4491 10 4748 8 5005 6 5262 3
00da4fe5346bbb36ccf178964a22fdf7e33888989624176a6af3b4a7cfd7da63, 
00e36f2470960e84cfc9f0d30c1f76abd7b35e4516380bf74985cbe641086806, 
00e67980783eaae30d41f6479beb9c04eb91de4608537673898039094800ddb0,344149 8 344667 13 345185 16 345704 19 346224 20 346743 22 347263 23 347783 23 348303 24 348823 24 349343 24 349863 24 350383 24 350903 24 351423 24 351943 24 352463 24 352984 23 353505 22 354027 20 354549 17 355070 15 355593 10
