ImageId,EncodedPixels
0019c086029dd3be01f72131edb74e21ee995574e6d5c136ea868630b0d73523,77674 7 77925 14 78180 17 78435 19 78690 21 78945 22 79201 23 79456 24 79712 24 79967 25 80223 25 80479 24 80736 22 80992 21 81249 19
0019c086029dd3be01f72131edb74e21ee995574e6d5c136ea868630b0d73523,20717 6 20971 11 21226 13 21481 15 21736 16 21992 17 22247 19 22503 19 22759 20 23015 20 23271 20 23527 20 23783 20 24039 20 24295 20 24552 18 24808 18 25065 16 25321 15 25578 13 25835 10
005463e6d4a0a0b21161f1d97392f22556fbddba970d9440ae774229308a91ed,22269 4 22523 6 22778 7 23032 9 23287 10 23543 10 23798 11 24054 11 24310 11 24565 12 24821 12 25076 13 25332 13 25588 13 25844 13 26100 13 26359 10 26616 7 26873 5
005463e6d4a0a0b21161f1d97392f22556fbddba970d9440ae774229308a91ed,3013 4 3266 9 3519 13 3774 15 4030 16 4286 16 4541 17 4797 17 5052 18 5308 17 5564 17 5820 16 6076 16 6332 15 6588 14 6845 12 7102 10 7358 9
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,62817 5 63071 10 63326 13 63581 15 63837 15 64093 15 64349 15 64606 14 64864 11 65122 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,41720 2 41974 6 42229 7 42485 8 42740 10 42996 10 43252 10 43508 10 43763 11 44020 10 44276 10 44533 8 44789 7 45046 6
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,739 4 994 7 1249 9 1505 10 1760 12 2016 12 2272 13 2529 12 2785 13 3041 13 3298 13 3554 12 3811 11 4068 9 4325 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,64207 5 64461 9 64716 11 64972 12 65228 12 65484 12
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,32692 5 32945 9 33199 12 33454 14 33710 15 33965 16 34221 16 34477 16 34734 15 34990 14 35248 10 35505 6
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,7928 6 8183 10 8438 11 8693 12 8950 11 9206 11 9462 11 9719 10 9975 10 10232 9 10489 8 10747 6 11004 5
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,63759 9 64013 13 64268 15 64524 16 64779 17 65035 17 65292 15
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,30795 6 31048 12 31303 15 31558 17 31814 18 32070 19 32326 19 32582 19 32839 18 33095 17 33352 15 33610 12 33869 7
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,12366 4 12620 8 12875 10 13130 12 13386 13 13642 13 13898 13 14155 12 14412 11 14669 9 14927 5
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,53596 1 53849 7 54104 9 54358 11 54613 13 54869 13 55124 13 55380 13 55635 14 55891 14 56147 13 56403 12 56660 10 56917 8 57174 6
00b4b9c026cfc91af21691503bad67081fc02d5c77b3cd27200d02dca6966b83,41109 3 41362 8 41616 11 41872 11 42127 12 42383 12 42639 12 42895 12 43152 10 43409 8 43666 5
00e67980783eaae30d41f6479beb9c04eb91de4608537673898039094800ddb0,351610 9 352126 18 352644 22 353163 25 353682 27 354201 29 354721 30 355241 30 355761 31 356281 31 356801 31 357321 31 357841 31 358361 31 358882 30 359403 29 359924 28 360445 26 360967 23
00e67980783eaae30d41f6479beb9c04eb91de4608537673898039094800ddb0,344150 8 344668 14 345186 17 345705 20 346224 22 346743 24 347262 27 347781 29 348301 29 348820 31 349340 31 349860 31 350380 32 350900 32 351421 31 351942 30 352462 30 352984 28 353505 26 354026 25 354548 22 355069 20 355592 15 356120 4
00e67980783eaae30d41f6479beb9c04eb91de4608537673898039094800ddb0,354626 12 355143 17 355662 18 356180 21 356700 21 357219 22 357739 22 358259 22 358779 22 359298 23 359818 23 360338 23 360859 22 361379 22
