ImageId,EncodedPixels
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 60931 7 61186 10 61442 11 61698 12 61954 13 62210 14 62466 14 62722 15 62978 16 63234 16 63490 17 63746 17 64002 17 64258 17 64514 17 64771 16 65028 15 65285 14
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 50830 6 51085 8 51340 10 51596 11 51852 11 52107 12 52363 12 52619 13 52875 13 53131 13 53387 13 53643 13 53899 13 54155 13 54411 13 54667 13 54923 12 55179 12 55435 11 55692 10 55948 9 56205 7
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 54244 3 54498 7 54753 10 55008 12 55264 13 55520 14 55776 15 56032 16 56288 17 56545 16 56801 17 57058 16 57314 17 57571 16 57828 15 58085 14 58343 12 58600 11 58857 10 59114 9 59371 7
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 12844 4 13099 7 13354 9 13610 10 13866 11 14123 11 14379 12 14636 12 14892 12 15149 11 15406 10 15663 9 15920 8 16178 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 21347 5 21601 8 21857 10 22112 12 22368 13 22625 12 22881 13 23137 13 23393 13 23650 12 23907 10 24164 9 24422 5
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 28327 4 28581 8 28836 10 29092 11 29348 12 29604 12 29860 13 30116 13 30372 13 30628 13 30885 12 31141 12 31398 10 31655 8 31911 8 32169 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 470 10 725 12 981 13 1236 14 1492 15 1748 15 2004 15 2260 16 2516 16 2773 15 3029 15 3286 14 3542 14 3800 11 4058 8
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 34119 5 34373 8 34628 10 34883 11 35139 11 35394 12 35650 12 35906 11 36162 10 36419 8 36676 6 36933 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 19925 1 20178 6 20433 8 20688 10 20944 11 21200 11 21456 11 21712 12 21968 12 22224 12 22480 12 22736 12 22992 12 23249 11 23505 11 23762 10 24019 8 24276 6
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 2208 7 2463 10 2719 11 2974 13 3230 15 3486 15 3742 16 3999 16 4255 16 4512 15 4769 14 5027 12 5285 9 5544 5
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 12661 4 12915 8 13171 9 13426 11 13682 12 13939 11 14195 11 14452 10 14708 10 14966 7 15224 4
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 30100 4 30355 6 30610 8 30865 9 31121 9 31377 9 31632 10 31888 10 32144 10 32400 9 32657 7 32914 5
53df5150ee56253fe5bc91a9230d377bb21f1300f443ba45a758bcb01a15c0e4, 21766 5 22021 7 22276 9 22531 10 22786 11 23042 11 23298 11 23554 10 23810 10 24067 8 24325 4
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 14916 4 15170 7 15426 8 15681 9 15937 9 16193 9 16449 9 16706 7 16962 7 17220 3
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 34833 3 35087 7 35342 9 35597 10 35853 10 36108 12 36364 12 36620 11 36876 11 37132 11 37389 9 37646 6
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 3397 4 3651 8 3906 10 4162 11 4417 12 4673 12 4929 12 5185 11 5442 10 5698 9 5956 5
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 577 3 832 5 1087 7 1343 7 1599 7 1855 7 2111 7 2367 7 2624 6 2882 2
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 32270 4 32525 6 32780 7 33035 8 33291 8 33547 7 33803 7 34060 5 34318 2
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b, 64672 3 64926 7 65182 7 65438 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 50997 12 51514 14 52032 16 52549 19 53067 20 53585 21 54103 22 54622 22 55140 23 55658 24 56177 23 56695 24 57214 23 57733 23 58252 22 58770 23 59289 22 59808 21 60327 21 60846 20 61365 19 61884 18 62404 17 62923 16 63442 15 63962 13 64481 13 65001 11 65521 8 66042 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 71960 11 72477 15 72994 18 73512 20 74029 23 74547 25 75065 26 75583 27 76101 28 76619 29 77138 29 77656 30 78174 31 78693 31 79211 32 79730 32 80248 32 80767 32 81286 31 81804 31 82323 31 82842 29 83361 28 83880 27 84400 24 84919 23 85439 20 85959 17 86479 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 21176 13 21694 15 22212 17 22730 19 23248 20 23767 20 24285 22 24804 22 25323 22 25841 23 26359 24 26878 23 27397 23 27915 24 28434 23 28953 23 29471 24 29990 23 30509 23 31028 22 31547 22 32066 21 32585 20 33104 19 33624 17 34143 15 34663 12 35184 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 53722 12 54239 17 54756 21 55273 24 55791 27 56309 29 56827 31 57346 32 57864 33 58383 34 58902 35 59421 35 59940 35 60459 35 60979 34 61499 33 62019 32 62539 31 63059 29 63579 27 64100 24 64621 20 65143 15 65666 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 25205 13 25722 16 26239 19 26756 22 27274 24 27792 25 28310 27 28828 28 29346 29 29865 29 30384 29 30902 30 31421 30 31940 30 32459 29 32978 28 33497 28 34016 27 34536 26 35055 25 35575 23 36095 20 36615 18 37135 15 37658 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac, 89996 7 90513 11 91031 14 91549 16 92067 18 92586 19 93105 20 93624 21 94142 22 94661 23 95180 24 95699 25 96218 25 96737 26 97256 26 97776 26 98295 26 98815 25 99334 25 99854 24 100373 24 100893 23 101413 22 101934 20 102454 18 102974 17 103494 15 104014 13 104535 10 105056 6
